MIGhost;MIGdatastore;Vmname;SourcevCenter;IterationName;Iteration;SourceProxy01;SourceProxy02;PrimaryJob;AfterJobName;DailyAt
mignlgeesx001.ad.domain;NIBC_NLGE_ST1_005_REP;AMSPRDD401;172.18.220.50;NIBC-ITERATION-PRD7-AMSPRDD401;PRD7;svnibcveep001.ad.domain;svnibcveep003.ad.domain;yes;;19:00
